nucleus_id,Cell_ID,Total_Intensity,Nuclear_Volume,true_ploidy,ploidy_class,ploidy_label
211,71,1410.48,25.765,2,1,2C
212,71,2681.68,34.552,2,2,4C
213,71,1666.24,32.748,2,1,2C
214,71,2461.98,26.597,2,2,4C
215,72,1918.36,25.038,2,1,2C
216,72,2312.56,31.713,2,1,2C
217,72,1180.24,32.217,2,1,2C
218,73,1254.0,30.36,2,1,2C
219,73,1601.9,24.513,2,1,2C
220,74,4232.64,59.21,4,2,4C
221,74,4152.98,86.567,4,2,4C
222,74,3413.86,37.668,4,2,4C
223,74,2894.68,42.941,4,2,4C
224,75,1808.1,20.084,2,1,2C
225,75,1793.47,27.334,2,1,2C
226,75,1606.69,27.554,2,1,2C
227,75,1542.6,24.47,2,1,2C
228,76,2428.12,37.45,2,2,4C
229,76,1505.1,38.46,2,1,2C
230,76,3358.11,52.525,4,2,4C
231,76,3143.81,54.977,4,2,4C
232,77,1678.84,26.568,2,1,2C
233,77,1870.97,32.72,2,1,2C
234,77,1391.18,26.753,2,1,2C
235,78,6950.92,157.651,8,3,8C
236,78,6019.01,114.058,8,3,8C
237,78,6192.33,155.457,8,3,8C
238,78,4785.49,96.647,8,3,8C
239,79,2185.32,19.805,2,1,2C
240,79,1945.88,26.25,2,1,2C
241,80,2881.04,35.461,4,2,4C
242,80,3180.81,40.279,4,2,4C
243,80,3025.18,60.77,4,2,4C
244,80,3596.41,79.398,4,2,4C
245,81,2881.43,42.838,4,2,4C
246,81,3677.16,48.589,4,2,4C
247,81,2381.78,65.279,4,2,4C
248,82,3465.32,64.349,4,2,4C
249,82,3423.35,73.502,4,2,4C
250,83,3300.72,52.895,4,2,4C
251,83,10649.41,320.907,16,4,16C
252,83,5467.85,76.903,8,3,8C
253,84,2987.64,57.146,4,2,4C
254,84,3029.4,63.226,4,2,4C
255,84,2984.28,55.528,4,2,4C
256,84,4055.06,98.605,4,2,4C
257,85,1957.77,21.75,2,1,2C
258,85,1558.06,27.818,2,1,2C
259,85,1425.42,22.682,2,1,2C
260,85,1560.52,17.639,2,1,2C
261,86,13967.75,215.03,16,4,16C
262,86,9882.4,202.272,16,4,16C
263,86,15702.01,253.138,16,4,16C
264,87,1531.77,21.649,2,1,2C
265,87,1471.43,38.507,2,1,2C
266,87,1768.73,36.134,2,1,2C
267,87,1559.47,34.419,2,1,2C
268,88,3903.46,50.154,4,2,4C
269,88,7211.25,146.174,8,3,8C
270,89,1733.85,37.408,2,1,2C
271,89,1967.87,21.976,2,1,2C
272,89,2479.23,33.19,2,2,4C
273,90,4690.13,45.667,4,3,8C
274,90,3332.68,61.967,4,2,4C
275,91,6468.19,115.008,8,3,8C
276,91,6640.23,87.125,8,3,8C
277,91,6774.21,135.839,8,3,8C
278,91,5713.66,106.214,8,3,8C
279,92,1404.67,35.939,2,1,2C
280,92,2446.44,26.682,2,2,4C
281,92,3474.86,57.272,4,2,4C
282,92,2681.36,70.634,4,2,4C
283,93,6024.54,119.041,8,3,8C
284,93,7763.22,112.885,8,3,8C
285,93,7424.38,99.856,8,3,8C
286,93,4631.23,136.524,8,3,8C
287,94,1721.06,35.17,2,1,2C
288,94,1565.73,23.969,2,1,2C
289,94,1643.27,36.372,2,1,2C
290,95,5577.77,147.778,8,3,8C
291,95,6682.43,84.137,8,3,8C
292,95,6374.79,137.46,8,3,8C
293,95,8427.46,101.956,8,3,8C
294,96,1513.76,30.275,2,1,2C
295,96,1690.27,24.885,2,1,2C
296,96,1555.88,28.416,2,1,2C
297,97,2077.22,29.349,2,1,2C
298,97,1993.61,36.474,2,1,2C
299,97,1890.08,46.146,2,1,2C
300,97,1465.32,33.45,2,1,2C
301,98,2308.75,18.216,2,1,2C
302,98,1427.94,32.406,2,1,2C
303,98,1959.73,32.926,2,1,2C
304,99,4090.59,34.065,4,2,4C
305,99,5645.13,138.298,8,3,8C
306,99,5794.68,121.602,8,3,8C
307,100,13534.78,249.872,16,4,16C
308,100,6628.72,141.038,8,3,8C
309,100,6686.77,127.063,8,3,8C
310,101,1725.52,22.968,2,1,2C
311,101,1581.79,30.999,2,1,2C
312,101,1813.42,30.519,2,1,2C
313,101,2445.84,30.381,2,2,4C
314,102,1508.96,25.742,2,1,2C
315,102,1838.82,28.379,2,1,2C
316,102,1715.2,26.291,2,1,2C
317,102,1227.65,26.645,2,1,2C
318,103,3268.4,59.462,4,2,4C
319,103,1240.95,22.146,2,1,2C
320,104,1405.57,32.314,2,1,2C
321,104,3588.08,52.196,4,2,4C
322,104,3766.53,82.411,4,2,4C
323,104,3476.97,45.205,4,2,4C
324,105,6746.71,164.266,8,3,8C
325,105,4758.81,104.925,8,3,8C
326,105,7969.24,103.684,8,3,8C
327,105,5896.34,105.637,8,3,8C
328,106,10550.84,144.085,8,4,16C
329,106,5569.48,92.422,8,3,8C
330,106,6322.23,139.696,8,3,8C
331,107,3972.57,51.579,4,2,4C
332,107,2780.35,39.822,4,2,4C
333,107,2998.04,34.283,4,2,4C
334,107,3891.3,48.752,4,2,4C
335,108,1381.85,33.901,2,1,2C
336,108,2972.58,45.405,4,2,4C
337,108,1274.27,38.697,2,1,2C
338,108,1392.92,26.388,2,1,2C
339,109,16688.32,139.908,16,4,16C
340,109,11958.53,230.626,16,4,16C
341,110,3921.37,60.47,4,2,4C
342,110,2454.22,46.536,2,2,4C
343,111,10985.37,235.163,16,4,16C
344,111,12337.64,213.768,16,4,16C
345,112,6280.91,85.972,8,3,8C
346,112,5789.12,107.634,8,3,8C
347,112,3631.49,62.577,4,2,4C
348,113,3216.75,66.179,4,2,4C
349,113,2797.18,75.212,4,2,4C
350,114,6226.89,96.502,8,3,8C
351,114,6998.95,95.638,8,3,8C
352,114,8352.04,94.305,8,3,8C
353,115,3375.69,70.694,4,2,4C
354,115,3820.47,41.724,4,2,4C
355,115,2964.09,82.818,4,2,4C
356,116,4111.82,96.058,4,2,4C
357,116,1743.2,30.272,2,1,2C
358,116,3044.97,44.364,4,2,4C
359,117,5181.85,46.438,4,3,8C
360,117,1650.46,30.828,2,1,2C
361,117,3112.69,46.743,4,2,4C
362,117,1438.95,31.507,2,1,2C
363,118,3179.35,56.389,4,2,4C
364,118,3722.66,49.146,4,2,4C
365,118,3250.13,37.536,4,2,4C
366,118,2763.58,79.938,4,2,4C
367,119,1589.22,23.439,2,1,2C
368,119,1681.41,27.969,2,1,2C
369,120,3310.98,46.397,4,2,4C
370,120,3080.78,58.867,4,2,4C
371,120,3815.63,68.214,4,2,4C
372,120,3109.37,68.623,4,2,4C
373,121,1656.0,26.948,2,1,2C
374,121,1972.18,20.73,2,1,2C
375,121,1765.31,24.915,2,1,2C
376,121,1590.81,19.088,2,1,2C
377,122,4063.24,55.019,4,2,4C
378,122,2927.81,61.183,4,2,4C
379,122,3204.88,63.985,4,2,4C
380,123,1298.36,23.169,2,1,2C
381,123,1307.56,21.517,2,1,2C
382,123,2150.23,29.432,2,1,2C
383,124,2132.93,25.869,2,1,2C
384,124,1505.24,25.997,2,1,2C
385,124,1789.36,32.233,2,1,2C
386,125,3829.85,39.987,4,2,4C
387,125,3597.65,51.473,4,2,4C
388,126,2878.13,76.946,4,2,4C
389,126,3833.03,58.767,4,2,4C
390,126,4017.19,70.747,4,2,4C
391,126,3615.25,32.612,4,2,4C
392,127,2106.91,25.167,2,1,2C
393,127,4897.97,50.706,4,3,8C
394,128,3670.76,47.954,4,2,4C
395,128,3919.86,50.307,4,2,4C
396,128,2879.58,58.244,4,2,4C
397,129,3343.26,104.243,4,2,4C
398,129,2992.88,75.934,4,2,4C
399,130,1935.81,34.086,2,1,2C
400,130,2135.48,30.099,2,1,2C
401,130,1525.86,24.876,2,1,2C
402,130,1863.33,31.817,2,1,2C
403,131,4467.34,58.068,4,2,4C
404,131,2602.25,43.203,4,2,4C
405,131,2624.71,79.48,4,2,4C
406,132,4629.85,69.828,4,3,8C
407,132,6559.52,114.118,8,3,8C
408,133,2502.75,59.277,4,2,4C
409,133,7032.83,134.729,8,3,8C
410,133,3907.56,39.472,4,2,4C
411,134,3803.07,58.293,4,2,4C
412,134,2134.8,47.419,4,1,2C
413,135,1780.71,20.52,2,1,2C
414,135,2199.51,41.669,2,1,2C
415,136,1270.23,34.006,2,1,2C
416,136,2764.99,32.785,2,2,4C
417,136,2134.21,31.547,2,1,2C
418,137,14300.05,272.023,16,4,16C
419,137,14580.72,189.449,16,4,16C
420,137,13751.34,191.599,16,4,16C
421,138,6225.78,74.51,8,3,8C
422,138,5335.48,78.161,8,3,8C
423,138,7026.79,122.518,8,3,8C
424,138,9759.18,80.563,8,4,16C
425,139,2312.38,25.991,2,1,2C
426,139,2682.44,60.292,4,2,4C
427,140,2847.39,62.991,4,2,4C
428,140,3772.29,48.611,4,2,4C
429,140,3802.94,63.508,4,2,4C
430,140,2466.55,52.284,4,2,4C
431,141,12924.53,264.306,16,4,16C
432,141,18075.24,138.334,16,4,16C
433,141,21768.58,174.806,16,4,16C
434,142,13971.24,173.492,16,4,16C
435,142,5978.57,64.297,8,3,8C
436,142,7724.38,167.081,8,3,8C
437,142,17711.61,317.798,16,4,16C
438,143,2287.08,38.51,4,1,2C
439,143,5688.64,108.02,8,3,8C
440,143,9625.86,149.005,8,4,16C
441,144,3199.95,68.416,4,2,4C
442,144,3233.48,41.878,4,2,4C
443,145,14164.35,183.871,16,4,16C
444,145,11057.97,170.675,16,4,16C
445,145,17671.01,376.675,16,4,16C
446,146,3859.96,52.029,4,2,4C
447,146,3927.59,59.702,4,2,4C
448,147,4988.32,101.625,8,3,8C
449,147,13250.39,181.448,16,4,16C
450,147,14756.05,163.894,16,4,16C
451,147,11476.18,263.98,16,4,16C
452,148,12770.97,309.187,16,4,16C
453,148,10355.63,311.533,16,4,16C
454,149,2258.44,22.313,2,1,2C
455,149,1752.51,26.709,2,1,2C
456,149,1731.57,20.204,2,1,2C
457,150,1769.53,36.453,2,1,2C
458,150,1724.58,46.948,2,1,2C
459,151,2713.42,75.01,4,2,4C
460,151,2869.31,62.935,4,2,4C
461,151,3362.41,44.503,4,2,4C
462,152,3893.95,64.642,4,2,4C
463,152,2887.81,59.589,4,2,4C
464,152,4091.31,100.436,4,2,4C
465,152,1689.41,26.96,2,1,2C
466,153,2888.03,44.907,4,2,4C
467,153,3166.46,50.977,4,2,4C
468,153,3887.04,51.294,4,2,4C
469,154,4571.31,62.608,4,2,4C
470,154,4691.59,66.731,4,3,8C
471,154,4445.58,53.021,4,2,4C
472,154,3868.49,101.551,4,2,4C
473,155,1951.05,37.104,2,1,2C
474,155,3665.3,46.062,4,2,4C
475,155,3034.64,54.227,4,2,4C
476,156,1309.26,43.733,2,1,2C
477,156,2103.63,32.976,2,1,2C
478,157,9976.96,264.724,16,4,16C
479,157,9672.41,280.332,16,4,16C
480,157,6661.39,152.634,8,3,8C
481,157,7007.63,155.855,8,3,8C
482,158,1565.82,39.719,2,1,2C
483,158,3995.72,42.194,4,2,4C
484,159,1395.44,25.323,2,1,2C
485,159,1382.49,22.03,2,1,2C
486,160,3609.77,45.869,4,2,4C
487,160,8537.48,138.566,8,3,8C
488,160,13723.31,218.37,16,4,16C
489,160,4860.95,56.091,4,3,8C
490,161,3828.59,54.29,4,2,4C
491,161,3004.37,56.304,4,2,4C
492,161,2494.41,41.716,4,2,4C
493,162,1822.15,36.884,2,1,2C
494,162,1917.17,28.131,2,1,2C
495,163,7786.63,122.824,8,3,8C
496,163,5803.87,113.864,8,3,8C
497,163,6595.52,71.791,8,3,8C
498,164,5015.46,103.366,8,3,8C
499,164,1732.37,21.658,2,1,2C
500,164,1357.56,26.618,2,1,2C
501,164,2991.15,49.892,4,2,4C
502,165,3542.03,70.995,4,2,4C
503,165,2261.76,46.437,4,1,2C
504,165,2822.13,43.824,4,2,4C
505,165,2903.09,46.331,4,2,4C
506,166,1738.87,30.653,2,1,2C
507,166,1485.84,28.837,2,1,2C
508,166,2299.25,30.109,2,1,2C
509,167,1435.91,29.76,2,1,2C
510,167,1992.66,23.286,2,1,2C
511,167,1635.78,35.96,2,1,2C
512,167,1551.31,29.209,2,1,2C
513,168,20121.87,204.722,16,4,16C
514,168,12288.88,215.986,16,4,16C
515,168,14071.87,352.258,16,4,16C
516,169,5243.95,108.913,8,3,8C
517,169,6509.03,69.746,8,3,8C
518,170,1623.68,26.63,2,1,2C
519,170,2704.7,45.628,4,2,4C
520,170,1745.14,25.773,2,1,2C
521,171,2810.4,78.295,4,2,4C
522,171,6267.57,133.057,8,3,8C
523,172,2695.58,51.173,4,2,4C
524,172,3206.57,50.0,4,2,4C
525,172,3461.39,35.009,4,2,4C
526,172,3717.08,40.981,4,2,4C
527,173,1418.41,27.927,2,1,2C
528,173,7526.91,89.991,8,3,8C
529,173,2880.8,61.825,4,2,4C
530,174,1557.94,23.567,2,1,2C
531,174,1807.11,35.141,2,1,2C
532,175,16969.28,294.589,16,4,16C
533,175,13358.64,307.437,16,4,16C
534,176,2880.35,52.553,4,2,4C
535,176,3910.79,41.954,4,2,4C
536,177,6674.8,129.168,8,3,8C
537,177,1727.86,16.594,2,1,2C
538,178,1988.68,18.668,2,1,2C
539,178,1925.6,26.578,2,1,2C
540,179,10181.41,93.308,8,4,16C
541,179,5988.48,105.388,8,3,8C
542,179,5656.82,145.532,8,3,8C
543,179,9275.95,95.928,8,4,16C
544,180,2075.37,33.548,2,1,2C
545,180,2093.42,23.135,2,1,2C
546,181,2028.36,24.152,2,1,2C
547,181,2562.42,28.461,2,2,4C
548,181,1514.9,33.373,2,1,2C
549,182,1365.53,30.381,2,1,2C
550,182,2177.63,25.121,2,1,2C
551,183,1587.68,23.711,2,1,2C
552,183,3467.79,72.129,4,2,4C
553,184,3658.43,68.216,4,2,4C
554,184,3690.76,70.243,4,2,4C
555,184,3079.76,45.43,4,2,4C
556,184,4019.62,44.298,4,2,4C
557,185,6435.51,82.347,8,3,8C
558,185,5356.59,86.838,8,3,8C
559,186,1124.14,33.039,2,1,2C
560,186,1374.2,22.145,2,1,2C
561,187,2369.44,23.17,2,2,4C
562,187,1777.39,29.259,2,1,2C
563,188,5949.95,143.361,8,3,8C
564,188,12741.6,339.936,16,4,16C
565,188,13871.36,366.829,16,4,16C
566,188,5870.96,131.646,8,3,8C
567,189,12267.3,195.099,16,4,16C
568,189,14039.02,224.699,16,4,16C
569,189,11405.39,253.82,16,4,16C
570,189,9417.15,203.653,16,4,16C
571,190,5451.43,127.482,8,3,8C
572,190,3024.47,41.457,4,2,4C
573,191,2058.1,35.142,2,1,2C
574,191,1611.71,22.054,2,1,2C
575,192,3406.77,72.849,4,2,4C
576,192,3867.98,62.56,4,2,4C
577,192,7091.3,117.707,8,3,8C
578,193,1667.8,34.778,2,1,2C
579,193,1672.61,26.521,2,1,2C
580,194,1350.84,23.929,2,1,2C
581,194,1605.65,44.986,2,1,2C
582,194,1764.46,34.393,2,1,2C
583,194,1419.55,30.259,2,1,2C
584,195,7580.28,119.709,8,3,8C
585,195,5657.68,111.522,8,3,8C
586,195,6485.03,67.149,8,3,8C
587,195,7573.71,126.135,8,3,8C
588,196,2218.89,29.687,2,1,2C
589,196,2041.4,38.186,2,1,2C
590,196,1547.85,33.478,2,1,2C
591,196,1627.79,27.617,2,1,2C
592,197,1738.32,27.069,2,1,2C
593,197,1617.45,30.183,2,1,2C
594,198,3368.15,49.445,4,2,4C
595,198,3328.26,48.959,4,2,4C
596,198,4876.79,75.019,4,3,8C
597,198,3686.83,55.343,4,2,4C
598,199,3592.49,76.372,4,2,4C
599,199,2480.62,23.061,2,2,4C
600,200,2357.75,26.036,2,2,4C
601,200,1682.29,34.313,2,1,2C
602,200,2131.0,21.924,2,1,2C
603,200,1597.31,20.601,2,1,2C
604,201,3005.89,51.442,4,2,4C
605,201,2972.56,62.911,4,2,4C
606,201,4466.68,36.62,4,2,4C
607,202,3715.09,45.42,4,2,4C
608,202,3311.55,44.551,4,2,4C
609,202,3854.27,57.237,4,2,4C
610,202,3302.6,60.752,4,2,4C
611,203,3581.08,54.134,4,2,4C
612,203,4059.51,73.216,4,2,4C
613,203,2793.13,47.159,4,2,4C
614,204,1488.42,21.595,2,1,2C
615,204,1515.68,25.094,2,1,2C
616,205,2004.77,24.093,2,1,2C
617,205,3807.65,66.971,4,2,4C
618,205,6854.21,93.402,8,3,8C
619,206,2787.63,56.05,4,2,4C
620,206,3865.98,62.229,4,2,4C
621,206,4725.75,75.737,4,3,8C
622,206,3085.46,54.912,4,2,4C
623,207,2765.59,28.608,2,2,4C
624,207,1166.31,24.151,2,1,2C
625,207,1734.73,21.24,2,1,2C
626,208,1807.88,27.0,2,1,2C
627,208,1448.55,33.298,2,1,2C
628,208,1542.64,25.087,2,1,2C
629,209,3356.72,65.579,4,2,4C
630,209,3549.96,43.801,4,2,4C
631,210,7094.45,76.125,8,3,8C
632,210,5633.04,138.847,8,3,8C
633,211,1643.02,28.007,2,1,2C
634,211,5164.13,137.751,8,3,8C
635,211,1382.45,20.781,2,1,2C
636,212,1109.47,33.451,2,1,2C
637,212,1748.28,25.213,2,1,2C
638,213,2819.51,47.36,4,2,4C
639,213,1538.6,25.355,2,1,2C
640,213,3968.99,66.818,4,2,4C
641,213,7419.26,154.308,8,3,8C
642,214,6494.89,82.699,8,3,8C
643,214,14930.25,308.253,16,4,16C
644,214,13612.99,206.98,16,4,16C
645,215,1244.65,28.689,2,1,2C
646,215,1706.42,24.228,2,1,2C
647,216,2380.87,20.842,2,2,4C
648,216,2250.19,31.952,2,1,2C
649,216,1592.18,21.707,2,1,2C
650,216,2050.9,40.965,2,1,2C
651,217,2436.64,24.699,2,2,4C
652,217,5429.0,177.611,8,3,8C
653,218,3323.9,54.308,4,2,4C
654,218,4799.82,51.978,4,3,8C
655,218,3392.27,63.81,4,2,4C
656,219,1866.16,26.233,2,1,2C
657,219,1723.9,28.177,2,1,2C
658,220,2883.17,73.139,4,2,4C
659,220,2649.48,72.458,4,2,4C
660,220,4037.28,54.865,4,2,4C
